Training Provider Name,Address,Telephone No.,Email,Website Link,Industry
SEEK EDUCATION SDN. BHD.,,60179949431,account@seekexec.com,,
LEADAPRENEUR SDN. BHD.,,60173397455,kamaliah@leadapreneur.com,http://www.leadapreneur.com,Leadership Innovation
MBS MANAGEMENT DEVELOPMENT (MALAYSIA) SDN BHD,,60327755828,j.soong@mbs.edu,,
EDELMAN PUBLIC RELATIONS WORLDWIDE SDN. BHD.,,60322878689,KULPeoplePartner@edelman.com,,
EXPERIENTIAL BUSINESS LEARNING (M) SDN. BHD.,,60322745254,suresh@eblm.com.my,http://www.eblm.com.my,Business Simulations
AERIAL GLOBAL SDN BHD,,60122100914,alextan@aerialglobal.com,,
CIDB HOLDINGS SDN. BHD.,,60362060000,aidayusnita@cidbh.com.my,,
SKILL MASTERS ACADEMY PLT,,60163223594,ctc-mr@hotmail.com,No Corporate Domain Detected (Hotmail),Skills Training
KOLEJ SAINS PERUBATAN ANTARABANGSA PUSRAWI SDN BHD,,60361920600,procell@ucmi.edu.my,,
ASB MANAGEMENT SDN. BHD. (ASIA SCHOOL OF BUSINESS),,60320233128,mail.hrdc@asb.edu.my,,
GALACTIC SOLUTIONS PLT,,603-74967053,ashley.martin@galacticsolutions.com.my,,
MESSI SKILLS ACADEMY (M) SDN. BHD.,,60362419378,messi.academy@yahoo.com,,
ADASTA NETWORK SDN BHD,,60322420550,naresh@adastanetwork.asia,,
TEN & COLIN,,60327700088,admin@tencolin.com,,
UCSI EDUCATION SDN BHD,,60391018880,fitriyah@ucsigroup.com.my,,
AL AMIN EDU OASIS SDN BHD,,60193063412,eduoasis@al-amin.edu.my,,
KL BUSINESS & LEGAL INSTITUTE SDN. BHD.,,60321442511,info@klbli.com,,
RAJ MANAGEMENT SERVICES SDN BHD,,60322762786,raj27sms@yahoo.com,,
INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA,,60102975192,syaqira@iium.edu.my,,
TIMMINS TRAINING CONSULTING SDN BHD,,60327850737,rnithu@gmail.com,No Corporate Domain Detected (Gmail),Training Consultancy
PENTAA ADVANTAGE CONSULTANCY SDN BHD,,60124703754,info@pentaa.asia,http://www.pentaa.asia,Business Advantage
ALPHA CATALYST CONSULTING SDN. BHD.,,60123297045,suraya@alphacatalyst.com,http://www.alphacatalyst.com,Innovation Consultancy
JTS TRAININGS SDN BHD,,60374993365,chloe@jtstrainings.com,,
PERSATUAN AKAUNTAN PERCUKAIAN MALAYSIA,,60341499599,mata@mata.org.my,,
FGNC TEAMWORKS ACADEMY (M) SDN BHD,"SUITE 2-8-2 & 2-8-3, LEVEL 8,WISMA MENJALARA,JALAN 7A/62A,,BANDAR MENJALARA,,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-52200",60362772441,twa@fgnc.com.my,,
HM INTERNATIONAL SDN. BHD.,,60327305000,tom@meritus.edu.my,,
DATABYTE ACADEMY SDN. BHD.,,60340455000,info@databyte.com.my,,
WEANSA SOLUTIONS SDN BHD,,+60122241570,sk@weansa.com,,
AUM MILESTONE SDN. BHD.,"NO. 43-1, JALAN KUCHAI MAJU 7,KUCHAI ENTREPRENEURS PARK,OFF JALAN KUCHAI LAMA,SERI KEMBANGAN,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-58200",60123224715,murallidass@gmail.com,,
TED LEARNING SDN BHD,,60327421828,training@ted.com.my,,
OASIS PLACE SDN. BHD.,,60322769111,maalathi.sockalingam@oasisplace.com.my,,
MALAYSIA STEEL INSTITUTE,,60362084658,leon@malaysiasteelinstitute.com,,
CHANGE ACTUATOR SDN BHD,,60132715763,nadyra@changeactuator.my,http://www.changeactuator.my,Change Management
UDSMEDIA SDN. BHD.,,60327330813,zahidah@uds.net.my,,
WOMEN`S INSTITUTE OF MANAGEMENT,,60377310613,tpr@wimnet.org.my,,
SCIENCE OF LIFE SYSTEMS 247 SDN. BHD.,,60123959500,tim.asquith@sols247.org,,
AGOS ASIA SDN BHD,,60122656904,aidaharon@agosasia.com,http://www.agosasia.com,Finance Shared Services
MINDVUE ASIA SDN. BHD.,,60322017688,icare@mindvueasia.com,http://www.mindvueasia.com,Psychology/Wellness
UBIQ GLOBAL SOLUTIONS SDN BHD,,60162751132,feeming.yong@ubiqglobal.com,,
GEOMATIKA EDUGROUP SDN BHD,,60342656283,nurulfakihin@geomatika.edu.my,,
SINAR GLOBAL ACADEMY SDN. BHD.,,+60172630348,halif.hussin@sgacademy.com.my,,
U2K TEAM TECHNOLOGIES SDN BHD,,6016-3424047,kalai.bmu@gmail.com,,
HC CONSULTANTS SDN BHD,,60129585357,sunil@hcconsultantsgroup.com,http://www.hcconsultantsgroup.com,Human Capital
LUXURY BUSINESS SOLUTIONS SDN BHD,,60122122899,phylis.wong@luxe-solutions.com,http://www.luxe-solutions.com,Luxury Retail Training
EXCELLENT RESOURCES CENTER PLT,,60198003868,erc.mysolution@gmail.com,,
MARA EXCELLENT VENTURES SDN. BHD.,,60326023888,maraexc@gmail.com,,
FIK RESEARCH CENTRE SDN BHD,,+60122188895,vanan@fikintl.com,,
GLOBAL PEOPLE STRATEGIES SDN BHD,,60341418228,ESTEE@GPS-ASIA.COM,http://www.gps-asia.com,HR Strategies
YYC GST CONSULTANTS SDN BHD,,60176846153,hrdc.gst@yycadvisors.com,,
PERSATUAN PEMILIK HOTEL MALAYSIA,,60326914644,mahosecretariat@gmail.com,,
MATTA ACADEMY SDN BHD,,60392221155,academy@matta.org.my,,
GREEN PLUS CONSULTANCY (M) SDN BHD,,60321165921,info.gpcm@gmail.com,,
FIRESTARTER EXPERIENCE CONSULTANT SDN. BHD.,,+60192869344,cole@firestarter.community,http://www.firestarter.community,Experience Consultancy
CHAMBER SKILLS SDN. BHD.,,60123133172,shankary@chamberskills.com,,
IMMERSIVE LEARNING SDN. BHD.,,60123236812,finance@mind-trac.com,,
INNOBIM CONSULTANCY SDN. BHD.,,60169220071,michelle@innobim.biz,,
LEGAL PLUS SDN. BHD.,,60321165894,secretary@legalplus.com.my,,
INSPIRATION TRAINING AND CONSULTATION SDN BHD,,60362617452,kk@inspiretnc.com,http://www.inspiretnc.com,Motivation
MUSE CONSULTANCY ASIA PLT,,60374980399,accounts@museasia.biz,http://www.museasia.biz,Consultancy
TAKECHARGE ASIA PLT,,60122133651,clgoh@takechargeasia.com,http://www.takechargeasia.com,Personal Development
VIBRATEC ASIA PACIFIC SDN BHD,,60149636741,farhana.yusree@vibratec.my,,
ZAPPO AI SDN. BHD.,,60183633693,zappoai24@gmail.com,,
RF STATION SDN. BHD.,,+60122140460,support@rfstation.com,,
INSTITUTE OF TECHNOLOGY PETRONAS SDN. BHD.,,6053687558,noorain.kadir@utp.edu.my,,
SKILLS ASIA RESOURCES SDN BHD,,60329358166,info@skillsasia.com,,
MAWEA INDUSTRIES SDN. BHD.,"C-3A-05 & C-3A-3A,BLOCK C, OASIS SQUARE,NO. 2, JALAN PJU 1A/7A,ARA DAMANSARA,PETALING JAYA,Kuala Lumpur,Malaysia-47301",60378368667,training@mawea.com.my,,
MAJLIS PENGASUHAN DAN PENDIDIKAN AWAL KANAK KANAK MALAYSIA (MAJLIS ECCE),,60143692421,eccecouncil@gmail.com,,
MAHSA ACADEMY SDN. BHD.,,60122699976,vijayavinothini@mahsa.edu.my,,
IBFIM,,60320311010,liyana@ibfim.com,,
HUZA RADZI CONSULTANCY (M) SDN BHD,"UNIT 32-01, LEVEL 32, TOWER B,THE VERTICAL CORPORATE TOWERS,AVENUE 10,BANGSAR,NO.8 JALAN KERINCHI,KUALA LUMPUR,Kuala Lumpur,Malaysia-59200",60123963332,info@huzaradzi.com,http://www.huzaradzi.com,Image Consultancy
BERJAYA COLLEGE SDN BHD,,60193698676,farah.suhaily@berjaya.edu.my,,
SEEKERS PRO NETWORK SDN BHD,,60122035700,sarbeet@gmail.com,,
FBI CONSULT SDN. BHD.,,60123313342,nick@unicorns-academy.com,http://www.unicorns-academy.com,Business Coaching
TOURPLAN ASIA PACIFIC SDN BHD,,60341316888,mabelle@as.tourplan.com,,
MARCUS EVANS MALAYSIA SDN BHD,,60327837000,shyamalak@marcusevanskl.com,,
MANDARIN DISCOVERY SDN BHD,"307C, 3RD FLOOR,LORONG PERAK,MELAWATI SQUARE,PUSAT BANDAR MELAWATI,KUALA LUMPUR,Kuala Lumpur,Malaysia-53100",60129036155,kimsiewchow@gmail.com,,
PD TRAINING SDN. BHD.,,60162991479,k.winfield@pdtraining.com.au,http://www.pdtraining.com.au,Professional Development
GREENBUILDINGINDEX SDN. BHD.,"LEVEL 4, PAM CENTRE,JALAN TANDOK, BANGSAR,59100 KUALA LUMPUR,WILAYAH PERSEKUTUAN KUALA LUMPUR,BANGSAR,Kuala Lumpur,Malaysia-59100",60173768687,jessey@greenbuildingindex.org,,
HCMI SEA AND PACIFIC SDN BHD,,60163160766,maysha.mannierajah@entomo.co,,
SUCCESS EDGE ACADEMY PLT,,60196693497,success.edge.malaysia@gmail.com,,
PERSATUAN USAHAWAN SEIWAJYUKU MALAYSIA,,60342941600,seiwajyuku.my@gmail.com,,
ADIPVEN (M) SDN. BHD.,,60322014023,moganah@adipven.com,,
TRAINING MINDS SDN BHD,,60340436598,trainingminds@gmail.com,No Corporate Domain Detected (Gmail),Training
THOMVELL INTERNATIONAL SDN BHD,,60322606500,admin@thomvell.com,http://www.thomvell.com,Corporate Training
HARTFORD STEAM BOILER (M) SDN BHD,"B-1-3 ENDAH PROMENANDE,NO.5, JALAN 3/149E,TAMAN SRI ENDAH,SRI PETALING,KUALA LUMPUR,Kuala Lumpur,Malaysia-57000",60390553488,chingyee_chong@hsb.com,,
LEADERSHIP EDGE PLT,,+60123870699,eric.lau@leadershipedge.com.my,http://www.leadershipedge.com,Leadership Training
DB TRAINING SOLUTIONS PLT,,60124336325,sherinatrina@gmail.com,No Corporate Domain Detected (Gmail),Training Solutions
WEALTH MASTERY ACADEMY SDN. BHD.,,60196738656,angsw@wma.my,,
VARIOUS ASPIRE SDN. BHD.,,60187898732,jelneestan@gmail.com,,
UPUM RESOURCES SDN BHD,,60379673556,mohdsazali.83@um.edu.my,,
KNX SKILLS DEVELOPMENT CENTRE SDN BHD,,+60379860111,info.knxtc@gmail.com,,
DIRECT RESULTS ASIA PACIFIC CONSULTANCY SDN BHD,,+60164433747,info@directresults-ap.com,http://www.directresults-ap.com,Results Consultancy
ASIAN RAIL ACADEMY SDN BHD,,60322017245,iniyan@asianrail.com.my,,
ACCESS SOFTWARE SDN. BHD.,,60392121393,ivan.wong@theaccessgroup.com,,
DELOITTE PLT,,60376108783,mefoo@deloitte.com,,
HUMANOLOGY SDN BHD,,60328568651,vincentleongws@gmail.com,No Corporate Domain Detected (Gmail),Human Capital
INTERADIGM SDN BHD,,60327210225,Ida.g@interadigm.com,http://www.interadigm.com,Corporate Training
TRAILBLAZING ASIA SDN. BHD.,,60322764228,bavanier3477@gmail.com,,
SECURITIES INDUSTRY DEVELOPMENT CORPORATION,,+60362048439,sidcprogramme@sidc.com.my,,
ADAMAYA CONSULTANCY AND SERVICES SDN BHD,,60199171004,adamayaconsultancyservices@gmail.com,No Corporate Domain Detected (Gmail),General Consultancy
GIFT SOUTH EAST ASIA SDN. BHD.,,+601133506187,vnair@GLOBAL-INST.COM,http://www.global-inst.com,Global Institute
PERIKATAN PERANCIS ALLIANCE FRANCAISE DE KUALA LUMPUR,,+60192467701,ranjan.afkl@gmail.com,,
BREAKTHRU ACADEMY SDN BHD,,60341497977,yuchiet@hotmail.com,,
ATLAS SOLUTIONS PLT,,+60129103158,clement@atlascorps.co.uk,,
EZYSPARK ASIA SDN BHD,"PD5-10-02A,MAISSION RESIDENT,,JALAN PJU 1A/3,,ARA DAMANSARA,PETALING JAYA,Kuala Lumpur,Malaysia-47301",60125766070,pema@ezyspark.com,,
GLOBALPROTECTION SECURITY & TRAINING SERVICES (M) SDN. BHD.,,601127399970,gpsts.sdnbhd17@gmail.com,,
DEWAN PERNIAGAAN DAN PERINDUSTRIAN INDIA KUALA LUMPUR DAN SELANGOR,,60326931033,enquiry@klsicci.com.my,,
TRUE MANAGEMENT QUALITY CONSULTANCY SDN BHD,,60192169503,twong@truemgt.com,http://www.truemgt.com,Quality Management
THE MIND FACULTY SDN. BHD.,,60362030359,accounts@themindfaculty.com,,
ANIMAL MEDICAL CENTRE SDN BHD,,60192765157,hr1@medivet.com.my,,
HRD ACADEMY SDN BHD,,60379541796,ainulkhalidah@bac.edu.my,,
MFQ ASIA SDN BHD,,60195128888,doraisinna@mfqasia.com,http://www.mfqasia.com,Management Quality
MEGA INTERNATIONAL SYSTEMATIC TRAINING ACADEMY SDN BHD,,60133309489,edu.mista@gmail.com,,
LNS INTEGRATION SDN BHD,"SUITE D-09-D1,PLAZA MONT KIARA,NO. 2, JALAN KIARA,MONT KIARA,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50480",60143338583,kahmun.loh@LNSintegration.com,,
ACCENDO TECHNOLOGIES SDN BHD,,60122462650,aernie@accendo.com.my,,
DAMAI POTENSI SDN. BHD.,,60163895902,finance@nkl.edu.my,,
PEMANDU ASSOCIATES SDN BHD,,60192770140,koghilavani@pemandu.org,http://www.pemandu.org,National Transformation
INSTITUT PROFESIONAL BAITULMAL SDN. BHD.,,60392814054,norashikin@kpbkl.edu.my,,
TRAINBRAIN TRAINING & RESOURCES PLT,,60351033010,kdewarajan@gmail.com,,
MEREKA INNOVATIVE EDUCATION SDN. BHD.,,60364194755,hq@biji-biji.com,,
MALAYSIAN ASSOCIATION OF TECHNICAL ANALYSTS,,60164469288,mata.secretariat@gmail.com,,
LSW TRAINING PROVIDER SDN. BHD.,,60126828291,lswtp55@gmail.com,,
FORTIFY ACADEMY SDN. BHD.,,60122588383,alvinfoo.4tfy@gmail.com,,
POWERWOOSH ASIA BERHAD,,60122962092,powerwooshasia@gmail.com,,
INFINEX SOLUTIONS ASIA CONSULTANCY SDN BHD,,60163449930,docs.mahathiracademy@gmail.com,No Corporate Domain Detected (Gmail),Solutions Consultancy
SHE ACADEMY & CONSULTANCY (M) SDN. BHD.,,60122026786,shekokkeong@hotmail.com,,
NALURI HIDUP SDN BHD,,60125561309,maleni@naluri.life,,
TEKMARK SDN. BHD.,,60390783000,yl.leo@tekmarkgroup.com,,
SYUEN ZENS RESOURCES,,60123769198,sharongoh8@gmail.com,,
IIUM HIGHER EDUCATION SDN BHD,,60361876900,hr@iic.edu.my,,
IINOSPIRE SDN BHD,,60164443403,rene@iinospire.com.my,,
PERSOLKELLY CONSULTING SDN BHD,,60122098762,Hisyam_Omar@persolkellyconsulting.com,,
PROFICEO CONSULTANTS SDN BHD,,60126705805,ghm.lisa@gmail.com,No Corporate Domain Detected (Gmail),Entrepreneurship
K-CONSULTING MANAGEMENT (M) SDN BHD,,60321662303,ADMIN@K-KONSULTGROUP.COM.MY,http://www.k-konsultgroup.com.my,Management Consulting
CHANNEL TRAINING & DEVELOPMENT SDN BHD,,60186605950,dssv005@gmail.com,No Corporate Domain Detected (Gmail),Training & Development
THE NATIONAL CANCER SOCIETY OF MALAYSIA,,60326987300,training@cancer.org.my,,
QUANDATICS ACADEMY SDN BHD,,60386819808,training@quandatics.com,,
ZAHAR ADVISORY SDN BHD,,60355246122,admin@zaharadvisory.com.my,,
TALENT COACH SDN BHD,,60122670266,jason@talentcoach.com.my,http://www.talentcoach.com.my,Talent Coaching
SYNTRINO SOLUTIONS SDN BHD,,60322421297,sales.support@syntrinos.com.my,,
KS TRAINING PLT,,60173302519,rachel@ksgc.com.my,http://www.ksgc.com.my,General Training
VMD TESTING AND VERIFY ONLY,,6012345678,syamsuri@hrdcorp.gov.my,,
THE FRENCH ACADEMY SDN BHD,,60376147867,olivier@thefrenchacademy.net,,
CENTEGY GOVERNANCE ADVISORY SDN BHD,,60362033198,chris@centegy.com.my,,
ENHANCE ACADEMY (KL) SDN BHD,,60103665586,huimei.l@enhance.asia,,
WANCONNECT MANAGEMENT SERVICE PLT,,60322766226,admin@wanconnect.com.my,,
CHPS GM CONSULTANCY & ACADEMIC SDN BHD,,60192111525,ben_prakasan@hotmail.com,No Corporate Domain Detected (Hotmail),Academic Consultancy
PWC CONSULTING ASSOCIATES (M) SDN BHD,,60321731188,hui.moi.tnay@pwc.com,,
AXON CONSULTANCY SDN BHD,,60126159229,jack@axonconsultancy.com,http://www.axonconsultancy.com,Corporate Consultancy
FAR ACADEMY SDN. BHD.,,60192520473,hr@farcapital.com.my,,
KNOLSKAPE SOLUTIONS SDN. BHD.,,+60103554405,hrdc.claims@knolskape.com,,
SII INTEGRATIVE TRAINING SDN BHD,,60126765125,siitrainingndevelopment@gmail.com,,
NEWSROOM SOLUTIONS SDN BHD (INTELECTASIA CONSULTANCY),,60322019477,kalvinder@intelectasia.com,,
CANAAN COMMUNICATION & TECHNOLOGIES SDN BHD,,60327212499,hr@canaanct.com.my,,
CORSTON-SMITH ASSET MANAGEMENT SDN. BHD.,,60320781006,operations@corstonsmith.com,,
INVIGOUR ENERGY SDN. BHD.,,60323867793,isma.nazuwa@invigour-energy.com,,
SMI TALENT DEVELOPMENT (SS) PLT,,60192800565,shanny@smiasia.org,http://www.smiasia.org,Talent Development
PRECENA STRATEGIC PARTNERS SDN. BHD.,,6032779 0552,diyanah.fauzi@precena.com,http://www.precena.com,Strategic Partners
CAKNA GEMILANG SDN. BHD.,,60182773957,info@cgsb.com.my,http://www.cgsb.com.my,Training Provider
THANNEES TAX CONSULTING SERVICES SDN. BHD.,,60383096748,ttcsadmin@thannees.com,,
SARVANTA SDN. BHD.,,60196320984,ron.shashi@sarvanta.com,,
HIGH PERFORMANCE INDIVIDUALS SDN. BHD.,,60123449467,isliana@hpi.com.my,http://www.hpi.com.my,Performance Training
OR TECHNOLOGIES SDN. BHD.,,60192807275,vam@ortechnologies.net,,
TITANS SOLUTIONS (MY) PLT,,60125485075,titanssolutions.my@gmail.com,No Corporate Domain Detected (Gmail),Business Solutions
VELESTO DRILLING ACADEMY SDN. BHD.,,60327426193,farah.syakirah@velesto.com,,
MARWIN INNOVATION SDN. BHD.,,60125533654,Info@eduk8u.com,,
KURUP HR CONSULT HOLDINGS SDN. BHD.,"SUITE NO.502, 5TH FLOOR,LOKE YEW BUILDING,NO.4, JALAN MAHKAMAH PERSEKUTUAN,CITY CENTRE,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-50050",60192619850,fleetram@gmail.com,No Corporate Domain Detected (Gmail),HR Consultancy
AVANCER FM SERVICES SDN BHD,,60327879156,AVANCERFM@GMAIL.COM,,
QUANDATICS (M) SDN BHD,,60386819808,training@quandatics.com,,
SMART READER WORLDWIDE SDN BHD,,60362795555,hr@smartreader.edu.my,,
ERNST & YOUNG TAX CONSULTANTS SDN BHD,,60374958103,myhrdc@my.ey.com,,
MNG CONSULTING SDN BHD,"BLOCK 8-16-1,JALAN JALIL PERKASA 15,ARCADE ESPLANAD,TAMAN BUKIT JALIL,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-57000",60389991169,mng3218@hotmail.com,No Corporate Domain Detected (Hotmail),Consultancy
CT EVENT ASIA SDN. BHD.,,60327107712,finance@cteventasia.com,,
MARC LEARNING SDN. BHD.,,60327172900,learning@marc.com.my,,
WEPRO CORPORATE CONSULTANTS SDN. BHD.,,60177700887,davidcheng@wepro.consulting,http://www.wepro.consulting,Corporate Consultancy
PERSATUAN SAINS DAN TEKNOLOGI KEJURUTERAAN MALAYSIA,,60123000442,suresh@maset.org.my,,
LEMBAGA PENDUDUK DAN PEMBANGUNAN KELUARGA NEGARA,,60326137555,program@lppkn.gov.my,,
NEW AGE LIFE COACHING SDN. BHD.,,60192707971,na.lifecoaching@gmail.com,No Corporate Domain Detected (Gmail),Life Coaching
3NOVEX ASIA SDN. BHD.,,60327214361,info@3novex.com,,
BDO PLT,,60326162888,bdolapd@bdo.my,,
TWIN TOWERS MEDICAL CENTRE KLCC SDN. BHD.,,60342800641,mohd.faizal@ttmc.com.my,,
EXECUTIVE RANK (M) SDN. BHD.,"32-3A, 3TH FLOOR,KOMPLEKS RUBY,JALAN KANCIL,OFF JALAN PUDU,KUALA LUMPUR,Kuala Lumpur,Malaysia-55100",60178712383,amelia@executiverank.co,http://www.executiverank.co,Executive Search
JOB HUNT TRAINING SDN. BHD.,,60172558355,secretary@jobhunt.com.my,,
THE ECEOS SDN. BHD.,,60327735665,hrms@eceos.com,http://www.eceos.com,Executive Consultancy
PLV ADVANCE BUSINESS CONSULTING SDN. BHD.,,+60162529208,plvadvancebusiness@gmail.com,No Corporate Domain Detected (Gmail),Business Consultancy
WEALTH VANTAGE ADVISORY SDN. BHD.,,60392025666,shahirah@wealthvantage.com.my,,
PERINTIS OSH SDN. BHD.,,60197119122,admin@perintosh.com,,
TITANIUM VISTA (M) SDN. BHD.,,60341433272,ezry_titaniumvista@yahoo.com,,
COMSOLUTIONS SDN. BHD.,,+60122148178,comsolutions123@gmail.com,,
S.P.E.A.A.R.S INTERNATIONAL (MALAYSIA) SDN BHD,,60320117272,info@speaars.com,,
ELEMENTRIX SDN. BHD.,,+60123791708,claireleesc@gmail.com,,
VB ADVISORY SDN. BHD.,,601139988002,hello@vision.build,http://www.vision.build,Advisory
ACS ASIAPAC SDN. BHD.,,60122074407,angeline@acsasiapac.com,http://www.acsasiapac.com,Consultancy
BRIOHR SDN.BHD.,,60122005635,hrdc@briohr.com,,
EVORESOURCE OUTSOURCING SDN. BHD.,,+6017-6887800,dexter@evoresource.com,,
CYBIANT ASIA SDN. BHD.,,601546000080,info@cybiant.com,,
PERSATUAN LIFE LINE MALAYSIA (LIFE LINE ASSOCIATION MALAYSIA),,60342666195,admin@lifeline.org.my,,
OTHMAN HAJI ISMAIL & ASSOCIATES PLT,,+60126111747,othman.crosh@gmail.com,No Corporate Domain Detected (Gmail),Consultancy
FAIRVIEW INTERNATIONAL COLLEGE SDN. BHD.,,60169727216,gopi@fairview.edu.my,,
COACHING & EVOLUTION,,60193275198,vince.thl@gmail.com,No Corporate Domain Detected (Gmail),Coaching
RENOOX TECH PLT,,60162179845,renoox01@gmail.com,,
PRICEWATERHOUSECOOPERS RISK SERVICES SDN. BHD.,,60321733890,my_learning_and_development_mis@pwc.com,,
DELTA SEMARAK SDN. BHD.,,60340512099,kalarani@cqbreyer.edu.my,,
HDAP CONSULTING MALAYSIA SDN. BHD.,,60320932822,kl.office@humandynamic.com,http://www.humandynamic.com,Human Capital
SAPPHIRE TRAINING CONSULTANCY,,60164141059,admin@sapphiretc.com.my,http://www.sapphiretc.com,Training Consultancy
NEWWIN ENGINEERING (M) SDN BHD,,60322600200,hr@newwin.com.my,,
VTOPIAN ORB SDN. BHD.,,60127778505,LIMPEISZE83@HOTMAIL.COM,,
SERUNAI COE SDN. BHD.,,60189525922,hidayah.teridi@serunai.com,,
ABUNDANT IMPACT SDN. BHD.,,+60184715888,reuben@abundant-impact.com,http://www.abundant-impact.com,Impact Training
GOLDHILL PARADISE SDN. BHD.,,60123399564,rachellim_fly88@yahoo.com,,
PURE EDUCATION SDN. BHD.,,60129250708,awchanyann@gmail.com,,
KINGSLEY ADVISORY AND STRATEGIC INITIATIVES SDN. BHD.,,60364199698,info@kasi.asia,,
INSPIRE LEARNING GROUP MALAYSIA SDN. BHD.,,60193536911,sandhya@inspiregroupasia.com,http://www.inspiregroupasia.com,Learning Group
ALEXANDER ASSOCIATES LEADERSHIP SOLUTIONS SDN. BHD.,,60162060703,fatin@alexanderassociates.my,,
REAHB SAFETY ENTERPRISE,,60166933508,reahbsafety@gmail.com,,
COLDSTREAM ENERGY SDN. BHD.,,60364136102,coldstreamesb@gmail.com,,
PS GLOBAL SERVICES SDN. BHD.,,+60162680516,admin.my@point-star.com,,
ELSA ENERGY SDN. BHD.,,60321813882,hr@elsa.com.my,,
GLOBAL CONNECT INTELLIGENCE SDN. BHD.,,60327107368,foosim.wong@tre.com.my,,
EXZELLENT PROFIS SDN. BHD.,,60172339803,development@exzellprofis.com,,
NORZ BEAUTY HOUSE SDN. BHD.,,60172003066,kasihanana@yahoo.com,,
VIMICOACH SDN. BHD.,,60164330102,lauhengzheng@gmail.com,No Corporate Domain Detected (Gmail),Coaching
TQM CONSULTANTS SDN. BHD.,,60123350555,ranjit@tqm.com.my,http://www.tqm.com.my,Total Quality Management
PUSAT LATIHAN PERDAGANGAN MODEN,,60163090522,allie6362@gmail.com,,
PERDANA UNIVERSITY,,60320116478,sheela.mariappan@perdanauniversity.edu.my,,
DALY TRADING SDN. BHD.,,60123895217,elainedaly77@gmail.com,,
HOREN TRAINING,,60124305054,amir@horen.com.my,,
ENABLERZ CONSULTING & SOLUTIONS,,60122737743,zohrab.chong@outlook.com,No Corporate Domain Detected (Outlook),Enablement Solutions
AKADEMI GA SDN. BHD.,,60323003331,accounts@akademiga.com,,
PROFOREST SDN. BHD.,"UNIT 5-1, LEVEL 5, TOWER B,VERTICAL BUSINESS SUITE, AVENUE 3,BANGSAR SOUTH, NO. 8,JALAN KERINCHI,KUALA LUMPUR,Kuala Lumpur,Malaysia-59200",60164417413,shuyi.wong@proforest.net,,
KNIGHT COMMUNICATIONS SDN. BHD.,,60122176198,jolene@knightcomms.com,,
SKILLCITY ACADEMY SDN. BHD.,,601159968673,academyskillcity@gmail.com,,
LSBF MALAYSIA SDN. BHD.,,60320224888,masransallehmohamadnoor@lsbf.edu.my,,
EDUFREE ACADEMY SDN. BHD.,,601121000009,isanora2810@gmail.com,,
CIDB E-CONSTRUCT SERVICES SDN. BHD.,,60340400399,info@econstruct.com.my,,
BADAN PENGAWAS PEMEGANG SAHAM MINORITI BERHAD,,60327320010,imen@mswg.org.my,,
CAPITAL DYNAMICS SDN. BHD.,,60320702104,INFO@ICAPITAL.BIZ,,
ORGANIZATION RENEWAL INC SDN. BHD.,,60122970895,nazneen@ori-inc.com,,
CORPORATE CONNECT ASIA CONSULTANCY,,60123008542,suvi@corporateconnect.com.my,http://www.corporateconnect.com.my,Corporate Connect
FA ADVISORY SDN. BHD.,,60362114011,training@fa.my,,
SHAIRUL COBLEY SOLUTIONS,,+601116000387,shairulcobley@gmail.com,No Corporate Domain Detected (Gmail),Consultancy
SPENCER STUART STAR MALAYSIA SDN. BHD.,"MENARA BT, LEVEL 1 & 2,TOWER 3, AVENUE 7, HORIZON 2,BANGSAR SOUTH CITY,NO. 8, JALAN KERINCH,KUALA LUMPUR,Kuala Lumpur,Malaysia-59200",60194199763,anith.yazid@kincentric.com,http://www.kincentric.com,HR Consulting
AYS WINE & SAKE CONSULTANCY PLT,,60123580713,aywinesake@gmail.com,,
EDUWORLD ACADEMY SDN. BHD.,"LOT 2-6-01, 6TH FLOOR,WISMA RAMPAI, JALAN 34/26,TAMAN SRI RAMPAI,SETAPAK,WILAYAH PERSEKUTUAN,Kuala Lumpur,Malaysia-53300",60162280154,haniza@eduworld.com.my,,
THE BEANCOUNTER SDN. BHD.,,60137118866,fin@bcounter.my,,
EP ENGINEERING SDN. BHD.,,60326932255,mf.lo@epintl.com,,
DTE CONSULT SDN. BHD.,,60342560363,admindtec@dteconsult.com.my,http://www.dteconsult.com.my,Technical Consultancy
MURNI PERKASA TRAINING & CONSULTANCY SDN. BHD.,,60173283828,CONSULTANT@MPTC.COM.MY,http://www.mptc.com.my,Training & Consultancy
SYBERS ASIA SDN. BHD.,,60196239006,info@sybersasia.com,,
TK ACADEMY SDN. BHD.,,60389592923,hr@tk2you.com,,
FORVIS MAZARS ADVISORY SDN. BHD.,,60327025222,suguneshwari@mazars.my,,
INTEGRATED ASSESSMENT SERVICES SDN. BHD.,,60193999873,iasassessment@gmail.com,,
